d23	He was born in County Cork, Ireland in 1817 and studied at Clongowes Wood College. Alleyn came to Lower Canada with his family around 1837. He was called to the bar in 1840. He supported the annexation movement in Quebec. He served on the city council for Quebec City from 1851 to 1857, serving as mayor in 1854. In 1854, he was elected to the Legislative Assembly of the Province of Canada for Quebec City. He supported the abolition of siegeurial tenure, an elected Legislative Council and separate schools. He served on the Executive Council as Commissioner of Public Works from 1857 to 1858 and secretary for Canada East from 1858 to 1862. In 1866, he resigned from politics to accept an appointment as sheriff for the district of Quebec; he served in this post until his death in Quebec City in 1890.
d24	Knox continued to work for the East India Company for thirteen years after his return from the East, captaining the ship Tonqueen Merchant for four further voyages to the East. He enjoyed only mixed success and quarrelled with the company, which eventually dismissed him in 1694. Four years later he set himself up on his own trading vessel, the Mary, but the venture was not a success. He returned permanently to England in 1701 and spent his retirement writing about Ceylon and his life. He died, properous but unmarried, at St Peter le Poer in the City of London in June 1720 and was buried at St Mary's Church, Wimbledon.
d25	He died 30 January 1683 in Rome
d26	Harry H. Johnson died on 6 Aug 1987 in Kerrville, Texas. He was buried on 11 Aug 1987 in Fort Sam Houston National Cemetery, San Antonio, Texas.
d27	Early in 197 BC, Flamininus, summoned Attalus to join him at Elateia (now in Roman hands) and from there they traveled together to attend a Boeotian council in Thebes to discuss which side Boeotia would take in the war. At the council Attalus spoke first, reminding the Boeotians of the many things he and his ancestors had done for them, but during his address he stopped talking and collapsed, with one side of his body paralyzed. Attalus was taken back to Pergamon, where he died around the time of the Battle of Cynoscephalae, which brought about the end of the Second Macedonian War.
d29	The Thayer School admitted its first three students to a graduate program in 1871. Also in 1871 at the bequest of his will Thayer Academy in Braintree, Massachusetts was conceived. It opened September 12, 1877. Sylvanus Thayer died on September 7, 1872 at his home in Braintree. He was reinterred at West Point Cemetery in 1877.
d30	After leaving Congress, Horace G. Snover moved to Port Huron, where he died at the age of seventy-six and is interred there in Lakeside Cemetery.
d31	In addition, he wrote numerous letters to the Society for the Propagation of the Faith describing his missionary activities. These letters were widely published at the time, and were instrumental in inspiring both Saint John Neumann and Father Francis Xavier Pierz to come to the United States. In time, Baraga became renowned throughout Europe for his work. In his last ten years, his health gradually declined; he became intermittently deaf and suffered a series of strokes. He died January 19, 1868 in Marquette, Michigan. He is buried there in the crypt beneath the Cathedral of Saint Peter.
d32	She was born in Chicago, Illinois, graduated from the Visitation Academy of Georgetown, D.C., in 1879, and afterward devoted herself to literary work. She died in Arequipa, Peru.
d33	Beyer battled with Amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig's disease, during the final years of her life. She died in New York, New York, in 1944.
d34	Morley began to make recordings with the banjo player Olly Oakley for Pathé Records.Out of all records he made, he only made one solo record on Homochord label: Jovial Huntsman and Donkey Laugh. In August 1932, he made his radio debut as a banjo soloist. Five months later, he went on the air with the Kentucky Minstrels. Morley who never married, died at the Lambeth Hospital in London.
d35	Carayon died at Poitiers in 1874.
d36	Hal Draper died of pneumonia in 1990 at his home in Berkeley, California.
d37	Nathan Webb, an early American Congregational Church minister, was born on April 9, 1705, at Braintree, Norfolk County, Massachusetts. He died on March 17, 1772 at Uxbridge, Worcester County, Massachusetts
d38	Clive Hulme died at Te Puke on 2 September 1982, and was buried in the civilian section of the Dudley-Vercoe Cemetery in the town.
d39	He died on 24 October 1967 in St Andrews.
d40	Milo White (August 17, 1830 -- May 18, 1913) was a Representative from Minnesota; born in Fletcher, Franklin County, Vermont; attended the common schools and Bakersfield Academy; moved to Chatfield, Fillmore County, Minnesota in 1855 and engaged in mercantile pursuits; chairman of the board of supervisors of Chatfield upon its organization in 1858; served in the State senate 1872 -- 1876, 1881, and 1882; elected as a Republican to the Forty-eighth and Forty-ninth congresses (March 4, 1883 -- March 3, 1887); unsuccessful candidate for election in 1898 to the Fifty-sixth congress; resumed mercantile pursuits; mayor of Chatfield for several terms; member of the school board until his death in Chatfield, Minnesota; interment in Chatfield Cemetery.
d41	Maija Grotell (August 19, 1899 -- December 6, 1973) was a ceramist and teacher sometimes described today as the ``mother of American ceramics''. Grotell was born in Helsinki, Finland, and emigrated to New York in 1927. After arriving in New York she studied at the New York State College of Ceramics at Alfred University. From 1927 until 1938 she taught at various positions in New York City, ultimately departing the city to take a position as head of the ceramics department at the Cranbrook Academy of Art in Bloomfield Hills, Michigan, where one of her colleagues was the architect Eliel Saarinen. Grotell retired from Cranbrook in 1966. She died on December 6, 1973, in Pontiac, Michigan.
d42	Victor Ganz died of lung cancer at his home in New York on October 26, 1987. He was 74 years old. Sally Ganz died January 27, 1997, also at home, aged 85.
d43	Andreas Dippel died of heart disease at the age of 65 in Hollywood, California on 12 May 1932.
d44	He died on August 17, 1954 in Washington, D.C., two weeks after being re-nominated in the Republican primary election to the 84th Congress. He was interred in Memorial Park Cemetery, Battle Creek, Michigan.
d45	King died of a heart attack in 1963 at her home in Hollywood and is buried at Forest Lawn in Glendale, California.
d46	He received a recess appointment from President Abraham Lincoln on March 18, 1863, to a new seat on the United States District Court for the District of Columbia (then called the Supreme Court of the District of Columbia) created by 12 Stat. 762. He was formally nominated to the seat on January 5, 1864, and on January 20, 1864 he was confirmed by the United States Senate and received his commission. He retired from the bench on May 1, 1885, and resumed private practice until his death in Washington, D.C. in 1905, at the age of 91.
d47	He died on 23 March 1888 at Kensington, having never married.
d48	He died on October 29, 2011 at his home in Berlin, Germany, and is survived by his wife, Kirsten. His other descendants were two daughters from his previous marriage to Mandy, Dinah and Delia (deceased), and two granddaughters, Emily and Holly.
d49	During his literary career, Dygasiński wrote several short stories and novels. Since 1884 his works were being published in book-form and enjoyed considerable success. They were translated into Russian and German. In 1891 Dygasiński went on a trip to Brazil on a trail of Polish emigrants from Partitioned Poland. He produced a series of letters describing the tragic fate of Polish emigrees in South America. In the following years Dygasiński maintained a position of a tutor and coach for numerous wealthy landowning families. Late in life he settled in Warsaw, where he died on June 6, 1902, and was buried at the local Powązkowski Cemetery.
d50	In 1618, Abdullah Ma'ayat Shah moved to Lingga and gained the support of Orang Laut and the Dutch to wage a war against Aceh. He later divorced his wife who was also a sister of Iskandar Muda, a move that further angered the sultan. He spent most of his reign as a wanderer, pursued from town to town and island to island by the Acehnese. He died at Tambelan archipelago on March 1623.
d51	John Courtney Murray was born in New York City in 1904 and entered the New York province of the Society of Jesus in 1920. He studied Classics and Philosophy at Boston College, receiving bachelor's and master's degrees in 1926 and 1927 respectively. Following his graduation, he travelled to the Philippines where he taught Latin and English literature at the Ateneo de Manila. He returned to the United States in 1930 and was ordained a Roman Catholic priest in 1933. He pursued further studies at the Gregorian University in Rome and completed a doctorate in sacred theology in 1937. Returning to the United States, he taught Catholic trinitarian theology at the Jesuit theologate at Woodstock, Maryland and, in 1941, was named editor of the Jesuit journal Theological Studies. He held both positions until his death in Queens, New York in 1967. He died of a heart attack.
d52	Figliucci attended the Council of Trent, where he delivered a Latin oration. He died at Florence.
d53	Hickey wrote about ten books dealing with religious matters after converting to Catholicism in 1901. One of her better-known poems is Beloved, It Is Morn. She died in London.
d54	Fawcett's son Samuel was ordained at Beaminster, Dorset in 1777; he became a Unitarian, and retired from the ministry, living on his private estate near Bridport. From 1801 to 1816 he was Unitarian minister at Yeovil, where he died on 14 December 1835, aged 81.
d56	Swartz was elected as a Republican to the Sixty-ninth Congress. He declined to become a candidate for reelection in 1926, and resumed the practice of law until his death in Harrisburg. He is buried in Paxtang Cemetery in near Harrisburg.
d58	In 1841 he was appointed minister of the Birmingham Synagogue and master of the school. He continued in these capacities for eight years, and then sailed for New York (1849). In that city he was appointed rabbi and preacher of the B'nei Jeshurun congregation, where he continued as pastor till 1866, his duties then being relaxed owing to his infirm health. He died at New York on June 23, 1868.
d59	He died at Aschaffenburg in 1545. -
d61	Darby was elected as a Democratic-Republican to the Ninth and Tenth Congresses and served from March 4, 1805, until his death in Washington, D.C., January 27, 1808. He was interred in Congressional Cemetery in Washington, D.C.
d62	He was elected as a Republican to the Eightieth and Eighty-first Congresses. He served from January 3, 1947 to January 3, 1951, but he was not a successful candidate for renomination in 1950. Dayton Phillips then resumed the practice of law. From 1952 until his death, he was the chancellor of the First Chancery Court of Tennessee. He died on October 23, 1980 in Kingsport, Tennessee. He had resided in Elizabethton, Tennessee. He was interred in Happy Valley Memorial Park.
d63	Dillard died at his home in Little Rock.
d66	Sharp died at Chiswick on the 25th of July 1824, and was buried in the parish churchyard there.
d68	He died December 7, 2008 in Chappaqua, New York.
d70	Blair was elected a member of the legislative assembly of Victoria in 1856 and again in 1868, but did not make any special mark in politics. In 1876 he edited the Speeches of Henry Parkes, and in 1879 he published The History of Australasia--to the Establishment of Self-Government, based largely on the works of his predecessors. He died at Melbourne on 19 February 1899, aged 78.
d71	James L. English died at age 76 in Sacramento. He is interred in the Sacramento Historic City Cemetery.
d72	He was married to Elizabeth Hubert and they had three sons. He died at Ile Bonaventure.
d74	Born in Galashiels, Stirling was the son of stonemason James Stirling. After training as an architect in his native country, he immigrated to St. John's, Newfoundland in 1847 where he played a major role in rebuilding portions of the town destroyed by fire the year previously. He spent the next 35 years designing and building a wide array of buildings out of practices in Charlottetown, Halifax, and Toronto. Having never retired, he died in Charlottetown in 1887 at the age of 64.
d79	Broughton was born in London on 5 July 1704, was the son of the rector of St. Andrew's, Holborn. He was educated at Eton, and, being superannuated on that foundation, went about 1772 to Cambridge, where 'for the sake of a scholarship he entered himself of Gonville and Caius College. ' In 1727, after taking B.A., he was admitted to deacon's orders, and in 1728 he was ordained priest, and proceeded to the M.A.. He served for several years as curate of Offley, Hertfordshire, and in 1739 became rector of Stepington, Huntingdonshire; the patron, the Duke of Bedford, also appointing him one of his chaplains. As reader to the Temple, to which he was chosen soon afterwards, he won the favour of the master, Bishop Sherlock, who in 1744 presented him to the vicarage of Bedminster, near Bristol, with the chapels of St. Mary Redcliffe, St. Thomas, and Abbot's Leigh annexed. To the same influence he owed a prebend in Salisbury Cathedral, and on receiving this he removed from London to Bristol, where he died on 21 Dec. 1774. He was an industrious writer in many kinds of composition. He published (1742) an Historical Dictionary of all Religions from the Creation of the World to the Present Times, a huge work in two volumes folio ; he translated Voltaire's 'Temple of Taste,' and part of Pierre Bayle's Dictionary; vindicated orthodox Christianity against Matthew Tindal ; converted a Roman catholic book ('Dorrel on the Epistles and Gospels') to protestant uses; edited John Dryden; wrote in defence of the immortality of the soul; and contributed the lives marked 'T' in the original edition of the 'Biographia Britannica. ' John Hawkins, in his Life of Johnson, credits Broughton with being the real translator of Jarvis's Don Quixote. 'The fact is that Jarvis laboured at it many years, but could make but little progress, for being a painter by profession, he had not been accustomed to write, and had no style. Mr. Tonson, the bookseller, seeing this, suggested the thought of employing Mr. Broughton ... who sat himself down to study the Spanish language, and in a few months acquired, as was pretended, sufficient knowledge thereof to give to the world a translation of ``Don Quixote'' in the true spirit of the original, and to which is prefixed the name of Jarvis. ' Broughton was a lover of music, and acquainted with Handel, whom he furnished with words for some of his compositions, including the drama of 'Hercules,' first given at the Haymarket in 1745. In private life he was of a mild and amiable disposition, but in controversy, though not discourteous according to the standard of his time, he was very economical in his concessions to his opponents, and he has been characterised in some respects as a weak and credulous writer.
d80	He died at his home in New York City on February 13, 1926 and was buried in Greenwood Cemetery.
d81	He died alone, of bronchial pneumonia, at the Chelsea Hotel in New York.
d83	Linda Dangcil died at Cedars-Sinai Medical Center in Los Angeles on May 7, 2009, following an eight-year battle with throat cancer at the age of 67. She was survived by her husband, jazz musician Dick Hamilton, and their children, Linda Michele and Sky Hamilton, as well as a granddaughter and a brother,
d84	Precisely six years after Armistice Day, at age 32, Madon was killed in his native Tunisia preparing for a tribute to fellow airman Roland Garros. His aircraft suffered mechanical trouble, and he gallantly crashed it into the roof of a villa rather than hit spectators. He died in Tunis.
d85	Canisius was a half-brother of St. Peter Canisius. After winning, at the age of twenty-two, the highest academic distinction at Louvain, he decided to follow his stepbrother and enter the Society of Jesus, and was sent to St. Ignatius of Loyola in Rome, who received him into the Society. On the completion of his novitiate, Theodorich was appointed professor of theology in Vienna, but was soon after appointed rector of the Jesuit College at Munich. Here, in 1562, one of the first productions in Germany of the morality play Homulus (corresponding to the English Everyman or the Dutch Elckerlijc) was given in Latin by the students under his direction. From Munich, where he was succeeded in 1565 by the celebrated Paul Hoffaeus, he was transferred to Dillingen, where for twenty years he presided over the college and the academy and laboured with zeal and success for the improvement of studies and for the religious training of the students. From 1565 to 1582 he held the office of chancellor of the university. In company with his distinguished brother, he attended the first provincial congregation of the Society of Jesus in Upper Germany, and furthered important reforms in the teaching of philosophy. In 1585 he was made rector of the college of Ingolstadt, and in this capacity became a member of the German commission which tested in practice the first draft of the Ratio Studiorum. At length, having spent thirty years at the head of three of the foremost colleges of Germany, he was sent to Lucerne in Switzerland to enjoy a period of rest; but soon again, at the age of sixty-three, he had to undertake the government of the college of Ingolstadt. Two years later, on the advice of his physician, he was relieved of the burden and allowed to return to Lucerne. A fortnight after his arrival the death of St. Peter Canisius was announced; the shock deprived Theodorich of memory and speech, an affliction which he bore with exemplary patience for seven years. For his amiable disposition and spotless purity of life he deservedly received the surname of Angelus 'angel'. In 1604, he was transferred again to Ingolstadt, where he died, and was interred in the church of the Holy Cross.
d86	He died at Padua in 1768 before the completion of the great work on which he had long co-operated with Facciolati. This was the vast Latin Lexicon, which has formed the basis of all similar works that have since been published. He was engaged with his Herculean task for nearly thirty-five years, and the transcription of the manuscript by Luigi Violato occupied eight years more.
d87	Tanaka died at age 93 on May 21, 2009, at the Ronald Reagan UCLA Medical Center in Los Angeles. He was survived by his wife, to whom he had been married for 68 years, as well as three children, five grandchildren and eight great-grandchildren.
d88	Gordon was the son of George Gordon, 3rd Earl of Aberdeen and his mistress Penelope Dearing. His commission was purchased for him in 1803. After service in the Peninsular War he sold his commission in 1811 on his marriage to Albinia Elizabeth Cumberland. He was acknowledged by the 3rd Earl as being his son and was provided for in the Earl's will. He died at Ellon in Aberdeenshire on 21 March 1873.
d89	John Nathan Cobb suffered from heart disease and endured a heart attack in the summer of 1929. He was ill for many months and spent his final days in the warmer climate of La Jolla, California, where he died on 13 January 1930 at the age of 61. His death was prominently noted in local newspapers and in numerous fisheries publications.1,2,29
d90	On February 8, 1931, Ben E. Cabell died at Fort Sam Houston, Bexar County, Texas. He was interred at Greenwood Cemetery, Dallas, Texas.
d91	George Maddox died on 7 July 1867 in Melbourne, Victoria at the age of 56.
d93	In 1859, Congressman Daniel Sickles shot and killed Phillip Barton Key, for having conducted a public affair with his wife Teresa Bagioli Sickles. Some time in the spring of 1858, Teresa Sickles began an affair with Key. Sickles had accused his much-younger wife several times during their five-year marriage of adultery, but she had repeatedly denied it to his satisfaction. But then Sickles received an anonymous note on February 26, 1859, informing him of his wife's liaison with Key. He confronted his wife, who confessed to the affair. Sickles then made his wife write out her confession on paper. Sickles saw Key sitting on a bench outside the Sickles home on February 27, 1859, signalling to Teresa, and confronted him. Sickles rushed outside into Lafayette Square, cried ``Key, you scoundrel, you have dishonored my home; you must die'', and with a pistol repeatedly shot the unarmed Key. Key was taken into the nearby Benjamin Ogle Tayloe House, where he died some time later.
d94	He died at Palermo in 1598.
d95	Blum's Venetian pictures, such as A Bright Day at Venice (1882), had lively charm and beauty. His oil painting The Venetian Beadstringers (1889) was a popular work. He died on 8 June 1903 in New York City.
d96	O'Neill resigned his House of Representatives seat in 1869 and was appointed a member of the Legislative Council of New Zealand, the Upper House of the Parliament of New Zealand. He resigned his Legislative Council seat in 1872 and returned to the British Isles where he died at Southsea, England in 1882 aged 65.
d97	After retirement he flourished in a new career in his father-in-law's pasta machine making business. Valletti was married to Nicoletta Braibanti, a granddaughter of Italian composer Ildebrando Pizzetti. Valletti died of a heart attack in Genoa, Italy, while undergoing treatment for liver cancer.
d98	Johann Conrad Dorner, an Austrian painter, was born at Egg, near Bregenz, in 1810, and studied historical painting under Cornelius. In 1836 he went to St. Petersburg, and there painted many portraits and altarpieces. He afterwards returned to Munich, and in 1860 went to Rome, where he died in 1866. He executed his best works whilst in Rome; they are mostly of a religious character. A 'Madonna and Child, with St. John,' and the 'Infant Christ' are in the Pinakothek at Munich.
d99	After the war Klíma started a research centre, Centre for Electric Machines, in Brno where he was the first director until 1951. In 1958 Klíma was awarded the title of Dr.Scientium technicarum for his thesis entitled Theorie der Selbstserregung von Drehstromnebenschluß-kommutatormotoren mit Kondensatoren im Läuferkreis und ihre Verhütung. Until his retirement in 1973 he was part of the research centre in Běchovice near Prague. Vilém Klíma died on 6 October 1985 in Prague.
d100	The value of his work was recognised and he was elected a member of the Royal Horticultural Society, however his membership was never registered as he was unable to afford the fee. The full extent of his work may never be known, as his notes were burnt by his family after his death aged 92 in Coggeshall.
d101	He died at Newton Centre, Massachusetts on 1 May 1903. He was buried in Greenwood Cemetery, Brooklyn, New York.
d102	Cochran was elected as a Democrat to the Fifty-fifth and to the three succeeding Congresses (March 4, 1897-March 3, 1905). He was a contestant for renomination in 1904 but finally withdrew as a candidate. Founded the Observer, a weekly newspaper, of which he served as editor until his death in St. Joseph, Missouri, on December 19, 1906. He was interred in Mount Vernon Cemetery, Atchison, Kansas.
d103	Angioy managed to escape arrest and organised an army to carry out his plans of revolt even without any external support. However on 8 June 1796 he was defeated near Oristano, and his army disintegrated. Angioy fled Sardinia and took a boat with the goal of going to Genoa. Apparently his plan was to go to the capital Turin and still try negotiating some measure to abolish the feudal rule in Sardinia. However, as he realised that his efforts were doomed and his own liberty and life were in danger, he fled to France. He lived in France until his death in Paris in 1818.
d104	In 1987 he drove in the German F3, finishing 14th in the standings. He also won a non-championship race at Hockenheim and tested a Zakspeed Formula One car after the 1987 Hungarian Grand Prix. He died in 1988 at the Norisring, during a F3 race.His brakes failed and he crashed into the tyre barrier at full speed, dying instantly.
d105	Among those at his funeral was the former professional and radio and television commentator, Robert Chapatte. It proved his last appearance in public and he died in Paris shortly afterwards.
d106	Kyarov was assassinated on January 12, 2008 in Nalchik together with a senior officer of the OMON special forces, while two other police officers were wounded in the attack. The local Islamist insurgent group Yarmuk Jamaat was seen as responsible for the assassination (its leader, Anzor Astemirov, have previously survived many assassination attempts himself by Kyarov and his men).
d107	Henry Joseph O'Brien (July 21, 1896--July 23, 1976) was an American prelate of the Roman Catholic Church. He served as Archbishop of Hartford from 1945 to 1968.
d108	Shippey died on December 30, 1969, in a nursing home in Encinitas, California, at the age of 86. He was survived by his five children by his second wife -- Henry George, Charles Stuart III, John James, Francis Robert and Sylvia Georgette Thomas. Madeleine died October 20, 1978, in Weaverville, California, and was also buried in El Camino Memorial Park, San Diego.
d109	Although Pollard was reelected to his post, he did not complete his second term, choosing instead to resign in September 1929 so that he could serve the Railway General Managers' Association of Texas as its counsel. Following his death on November 25, 1942 in Austin, Texas, he was buried in the Texas State Cemetery.
d110	Studholme died at her home in London in March 1930 from a short but virulent attack of rheumatic fever, at the age of 57, and was buried in the St Marylebone Cemetery in East Finchley, survived by her second husband and children. She left an estate valued at £58,303.
d111	Perpète Evrard (1662-1727), a painter of portraits and miniatures, was born at Dinant, and was employed at several foreign courts. He died at the Hague in 1727.
d112	Boucher was active as a teacher of piano, voice, violin, and organ from 1909-1969. She taught at several different schools and institutions during her 60 year teaching career, including the Maison-Mère Mont-Ste-Anne in Lachine and the École de musique Wilfrid-Pelletier in Montreal. She died in Montreal in 1971 at the age of 81.
d114	He died in 1870 in New Orleans and was buried in Lafayette Cemetery #3.
d115	On the death of the king he was recalled to Spain, and the government of the regent Christina gave him the command against the Carlists in 1835, though they feared his Radicalism. By this time, years, exposure and wounds had undermined his health. He was also opposed to Tomás de Zumalacárregui, an old officer of his in the War of Independence, and an even greater master of irregular mountain warfare. His health compelled him to resign in April 1835, and his later command in Catalonia was only memorable for the part he took in forcing the regent to grant a constitution in August 1836. He died at Barcelona on 24 December 1836.
d116	The uncompromising attitude of the kinsmen, though it was made the excuse for sending the elder to the Tower, brought no further punishment to James than easy detention within ten miles of Newcastle-on-Tyne. During his residence there it was made clear to him by the king's agents that he would receive high reward if he supported the royal plans. In 1613 negotiations were begun for his return to Scotland, but his health was broken, and he died at Berwick in January 1614.
d117	He died unmarried and without heir to his titles in the Mount Campbell family estate at Drumsna in County Leitrim and was buried and commemorated at the nearby Annaduff parish church. He was survived by his younger brothers Admiral Samuel Rowley (also commemorated within Annaduff parish church) and the Reverend John Rowley, incumbent rector at Virginia, County Cavan.
d119	He was elected cardinal priest in the consistory of July 13, 1643, with the titular church of S. Pancrazio. He was part of the Papal conclave of 1644, electing Pope Innocent X, but left the September 10, 1644 conclave due to illness. He opted for the title of Santa Cecilia on September 28, 1648 and on his death in Rome, he was buried there.
d120	Oliver Kelley died in 1913 in Washington, DC.
d121	Jennewein died on February 22, 1978 at his home in Larchmont, New York.
d122	Heidelberger took their advice and in 1911 went to Zurich to work for a year in the laboratory of the organic chemist and future Nobel Laureate Richard Willstätter at the Eidgenössische Technische Hochschule. There he perfected the synthesis of cyclooctatetraene, an important intermediate in organic research. Willstätter helped his somewhat impecunious American student by sharing the cost of laboratory supplies with him, arranging that when expensive materials, such as silver nitrate, were to be bought, it was his turn to pay, while Heidelberger took turns buying cheaper materials like sulfuric acid. ``Better training than that you couldn't have,'' Heidelberger summed up his experience with Willstätter. They remained friends for three decades, through Willstätter's flight from Germany in 1938 and until his death in Switzerland in 1942.
d123	William James Paul died September 1, 1929 in Ottawa, Ontario, Canada.
d124	Bremner was elected as a Democrat to the Sixty-third Congress, serving in office from March 4, 1913, until his death on February 5, 1914, in Baltimore, Maryland. He was interred in Laurel Grove Memorial Park in Totowa, New Jersey.
d125	Cannon died on January 28, 1782 in Philadelphia.
d126	Rhys Isaac died at his home in Blairgowrie, Victoria, Australia, on 6 October 2010, aged 72, from undisclosed causes.
d129	Bishop Hogue's health failed in 1919. He died 13 February 1920 in Michigan City, Indiana. He was buried in .
d130	He died Sunday October 25, 1992 in Torrington, 90 years old.
d131	Hawkins was born 14 March 1772 at Taunton, Somerset, England, the son of Joan Wilmington and her husband Rev. Isaac Hawkins, a watchmaker who became first a Wesleyan minister, and after moving the family to London a minister in the Swedenborgian movement, which John Isaac would also follow. John Isaac emigrated to the United States about 1790, attending college in New Jersey, where he studied medicine and later, chemical filtration. He married there, living at Bordentown and Philadelphia. He operated a non-vocational craft school in Bristol, Pennsylvania from about 1800. He returned to England in 1803, and opened a London sugar refinery. He also continued inventing and performed ``experiments of a delightfully awful character''. In 1825, he went to Vienna to superintend the construction of a beet sugar works there, and subsequently did the same in Paris. Back in England he superintended the construction of the Thames Tunnel under Isambard Kingdom Brunel. Later in life he fell into debt and concluding that America presented a better opportunity to profit from his patents, he decided to re-emigrate, departing in autumn 1848. Returning to New Jersey, ``as a grey old man'' he lived with his third wife ``who was barely out of her teens''. Lectures there for local ladies could not survive their disapproval of his display of human skulls or the preserved organs of his deceased adopted son, his only child, whom he had dissected following the boy's death at age seven. He published the Journal of Human Nature and Human Progress, but this was short-lived, and he died in poverty and relative obscurity at Rahway or Elizabethtown, New Jersey, 28 June 1855.
d132	Erdman was elected as a Democrat to the Twenty-ninth Congress. He was an unsuccessful candidate for reelection in 1846. He was elected associate judge of Lehigh County Court on November 9, 1866, and served until his death in Coopersburg in 1867. Interment in Blue Church Cemetery near Coopersburg.
d134	Following the demise of Lubin Studios in 1917, Romaine Fielding was out of filmmaking until 1920 after which he continued to work in film until his death in Hollywood at the age of fifty-nine from a blood clot. He is buried at Forest Lawn Memorial Park Cemetery in Glendale, California.
d135	Chandler was elected as a Whig to the Thirty-first, Thirty-second, and Thirty-third Congresses. He was an unsuccessful candidate for reelection in 1854. He was appointed by President James Buchanan as Minister to the Two Sicilies and served from June 15, 1858, to November 15, 1860. He served as president of the board of directors of Girard College. He became interested in prison reform and was a delegate to the International Prison Congress held at London in 1872. He died in 1880 in Philadelphia, where he was interred in New Cathedral Cemetery.
