person	pob	label
289::span:56:64	289::span:24:31	True
290::span:65:75	290::span:29:35	True
292::span:0:12	292::span:37:53	True
293::span:14:20	293::span:53:59	True
294::span:0:16	294::span:196:202	False
296::span:0:14	296::span:35:44	True
298::span:32:40	298::span:8:13	True
299::span:0:14	299::span:30:38	True
300::span:0:10	300::span:35:45	True
302::span:0:9	302::span:55:63	True
303::span:24:30	303::span:8:14	True
304::span:0:12	304::span:28:34	False
305::span:0:18	305::span:162:168	True
306::span:0:19	306::span:36:49	True
308::span:0:24	308::span:119:131	False
309::span:0:15	309::span:37:46	True
310::span:0:13	310::span:32:42	False
312::span:49:63	312::span:23:29	False
313::span:18:24	313::span:41:51	True
314::span:0:21	314::span:163:173	False
316::span:0:13	316::span:96:103	True
318::span:57:62	318::span:88:95	False
319::span:0:12	319::span:29:36	True
320::span:30:36	320::span:8:15	True
322::span:0:8	322::span:21:28	True
323::span:0:11	323::span:35:48	True
324::span:0:18	324::span:48:64	True
325::span:0:12	325::span:61:68	False
327::span:0:14	327::span:74:81	True
328::span:0:19	328::span:53:58	True
329::span:0:14	329::span:37:43	True
333::span:16:21	333::span:38:45	True
334::span:0:20	334::span:50:56	True
336::span:0:15	336::span:37:42	True
338::span:0:11	338::span:36:46	True
339::span:81:87	339::span:30:39	True
340::span:0:12	340::span:106:114	True
341::span:0:11	341::span:24:30	True
342::span:23:28	342::span:8:12	True
343::span:0:15	343::span:46:54	True
344::span:0:15	344::span:47:53	True
345::span:0:15	345::span:38:43	True
346::span:0:15	346::span:138:147	False
348::span:0:16	348::span:33:39	True
349::span:0:15	349::span:41:48	True
350::span:0:22	350::span:45:64	True
351::span:0:22	351::span:79:89	False
354::span:38:60	354::span:8:20	True
356::span:0:13	356::span:59:71	True
357::span:0:13	357::span:38:47	True
358::span:55:63	358::span:8:12	True
359::span:0:12	359::span:36:44	False
361::span:0:9	361::span:32:40	True
362::span:27:34	362::span:8:16	True
363::span:0:13	363::span:51:57	True
364::span:0:7	364::span:42:51	False
365::span:532:549	365::span:76:82	False
367::span:0:16	367::span:70:78	True
368::span:0:12	368::span:29:42	True
371::span:0:8	371::span:18:24	True
372::span:4:14	372::span:41:47	True
373::span:0:16	373::span:29:35	True
374::span:0:12	374::span:30:41	False
376::span:55:62	376::span:8:14	True
378::span:0:11	378::span:55:64	True
380::span:0:12	380::span:68:74	True
381::span:0:14	381::span:99:106	True
384::span:0:16	384::span:39:45	True
385::span:0:15	385::span:60:65	True
386::span:0:15	386::span:69:76	True
387::span:0:28	387::span:53:60	True
390::span:0:14	390::span:64:73	True
391::span:0:14	391::span:47:54	True
393::span:0:13	393::span:38:45	True
395::span:0:5	395::span:70:80	False
396::span:0:17	396::span:81:94	False
400::span:0:6	400::span:23:32	False
401::span:0:13	401::span:28:37	False
402::span:0:16	402::span:42:48	True
404::span:0:17	404::span:105:114	True
406::span:0:8	406::span:39:51	True
407::span:9:24	407::span:90:106	False
408::span:0:14	408::span:93:101	True
410::span:74:82	410::span:47:53	True
411::span:0:19	411::span:46:55	True
412::span:0:16	412::span:26:33	True
413::span:0:10	413::span:23:29	False
415::span:0:10	415::span:33:41	True
416::span:0:6	416::span:19:25	True
418::span:0:7	418::span:40:46	True
419::span:0:18	419::span:42:51	True
420::span:0:10	420::span:36:44	True
421::span:0:14	421::span:54:58	True
424::span:90:103	424::span:48:56	True
425::span:0:13	425::span:150:156	False
426::span:0:8	426::span:28:33	True
427::span:0:10	427::span:46:53	False
429::span:0:9	429::span:19:27	True
430::span:46:50	430::span:24:31	True
431::span:0:23	431::span:35:41	True
432::span:0:5	432::span:33:40	False
435::span:0:11	435::span:26:33	True
436::span:0:13	436::span:26:33	True
439::span:0:13	439::span:48:55	False
441::span:12:19	441::span:35:41	True
443::span:0:7	443::span:25:32	True
444::span:0:16	444::span:32:39	True
445::span:0:14	445::span:32:38	True
446::span:0:14	446::span:35:41	True
447::span:0:29	447::span:55:63	True
448::span:48:53	448::span:8:14	True
449::span:0:11	449::span:76:85	True
450::span:0:11	450::span:38:49	True
451::span:0:20	451::span:30:41	True
452::span:15:21	452::span:8:13	True
454::span:0:15	454::span:106:112	True
455::span:8:25	455::span:115:120	False
456::span:0:15	456::span:42:49	True
458::span:6:21	458::span:84:90	False
459::span:0:14	459::span:128:134	True
462::span:0:16	462::span:71:81	True
463::span:940:948	463::span:8:14	True
466::span:0:12	466::span:111:116	True
467::span:12:30	467::span:34:50	True
468::span:0:14	468::span:91:97	True
472::span:0:11	472::span:37:41	True
474::span:0:11	474::span:36:47	True
478::span:0:16	478::span:9:16	True
479::span:27:33	479::span:8:15	True
480::span:0:20	480::span:103:110	True
481::span:0:18	481::span:33:55	True
482::span:0:12	482::span:37:48	True
484::span:0:10	484::span:41:45	True
486::span:33:40	486::span:8:25	True
487::span:0:8	487::span:23:32	False
489::span:0:12	489::span:21:34	True
490::span:0:12	490::span:120:129	False
491::span:46:50	491::span:21:44	False
493::span:0:15	493::span:28:43	True
495::span:0:11	495::span:88:95	True
496::span:0:14	496::span:23:29	True
497::span:0:10	497::span:27:34	True
498::span:0:10	498::span:206:210	False
499::span:0:15	499::span:35:48	True
501::span:0:15	501::span:27:39	True
502::span:0:12	502::span:56:60	False
503::span:42:53	503::span:246:255	True
504::span:0:14	504::span:39:47	True
505::span:0:7	505::span:24:33	False
506::span:0:9	506::span:35:40	True
507::span:0:10	507::span:37:46	True
508::span:0:11	508::span:90:100	True
509::span:0:22	509::span:55:62	True
510::span:0:13	510::span:35:41	True
511::span:29:37	511::span:8:17	False
513::span:0:10	513::span:45:53	True
516::span:0:14	516::span:65:73	True
517::span:28:36	517::span:8:16	True
519::span:0:27	519::span:45:52	True
521::span:0:13	521::span:134:140	True
523::span:0:19	523::span:37:47	True
524::span:0:16	524::span:78:84	True
525::span:0:15	525::span:31:40	True
526::span:0:12	526::span:35:44	True
527::span:0:13	527::span:40:51	True
528::span:77:81	528::span:8:20	True
529::span:23:29	529::span:8:21	True
532::span:0:16	532::span:43:49	True
533::span:0:13	533::span:47:55	True
534::span:0:11	534::span:37:45	True
535::span:32:39	535::span:8:16	True
536::span:0:5	536::span:15:27	True
538::span:0:12	538::span:37:44	True
539::span:0:6	539::span:21:31	False
545::span:0:9	545::span:35:45	True
546::span:0:12	546::span:31:41	False
547::span:104:112	547::span:44:52	False
548::span:0:14	548::span:38:44	True
549::span:0:13	549::span:49:60	True
550::span:0:12	550::span:32:39	True
552::span:14:18	552::span:105:115	False
555::span:0:13	555::span:28:37	False
556::span:27:36	556::span:8:15	True
557::span:0:5	557::span:22:30	False
560::span:0:6	560::span:55:64	False
562::span:0:16	562::span:34:43	True
565::span:0:8	565::span:30:36	True
569::span:0:14	569::span:34:39	True
570::span:38:46	570::span:16:23	False
571::span:0:17	571::span:38:47	True
572::span:0:14	572::span:93:100	True
576::span:0:15	576::span:43:53	True
577::span:0:18	577::span:24:32	True
578::span:0:15	578::span:41:50	True
579::span:0:21	579::span:109:115	True
582::span:0:9	582::span:23:33	True
584::span:285:295	584::span:255:263	False
585::span:0:16	585::span:42:47	True
586::span:7:15	586::span:47:53	True
587::span:0:11	587::span:63:77	True
588::span:17:22	588::span:8:15	True
589::span:0:11	589::span:65:69	False
590::span:0:16	590::span:85:91	False
591::span:0:15	591::span:81:89	True
592::span:93:109	592::span:40:49	False
593::span:0:6	593::span:22:28	False
596::span:0:12	596::span:44:53	True
597::span:29:42	597::span:8:17	True
598::span:19:36	598::span:91:97	True
600::span:94:107	600::span:46:51	True
602::span:0:15	602::span:30:36	True
603::span:0:14	603::span:36:42	True
605::span:0:16	605::span:29:36	True
608::span:201:211	608::span:65:71	True
610::span:0:8	610::span:37:42	False
611::span:16:25	611::span:8:14	True
612::span:0:24	612::span:92:98	True
613::span:0:15	613::span:41:50	True
614::span:0:11	614::span:461:467	False
615::span:37:41	615::span:73:81	False
616::span:0:14	616::span:40:45	True
617::span:0:14	617::span:40:47	True
618::span:0:17	618::span:45:53	True
619::span:0:13	619::span:31:37	True
620::span:21:32	620::span:55:62	False
621::span:0:25	621::span:101:106	True
622::span:0:10	622::span:23:38	True
623::span:0:9	623::span:55:62	False
624::span:64:70	624::span:370:383	True
626::span:0:14	626::span:51:57	False
629::span:0:14	629::span:162:170	True
630::span:0:14	630::span:36:42	True
631::span:0:13	631::span:38:44	True
632::span:0:14	632::span:37:45	True
633::span:0:26	633::span:51:61	False
634::span:0:18	634::span:77:86	False
635::span:0:8	635::span:25:32	False
636::span:18:26	636::span:8:16	True
637::span:0:15	637::span:66:75	True
638::span:0:12	638::span:22:29	True
639::span:0:15	639::span:43:50	True
640::span:0:5	640::span:35:44	False
641::span:28:33	641::span:8:17	True
642::span:0:15	642::span:40:46	True
645::span:0:5	645::span:32:37	False
648::span:0:8	648::span:21:41	True
649::span:0:5	649::span:21:31	False
650::span:43:49	650::span:35:41	True
652::span:0:16	652::span:54:68	True
653::span:0:12	653::span:50:56	True
654::span:0:11	654::span:61:67	True
655::span:0:14	655::span:39:46	True
656::span:0:19	656::span:51:57	True
657::span:21:36	657::span:8:19	True
658::span:0:18	658::span:30:43	True
660::span:39:52	660::span:77:90	True
661::span:0:12	661::span:35:42	True
663::span:0:11	663::span:42:48	True
664::span:401:417	664::span:324:334	False
666::span:0:18	666::span:41:50	True
667::span:0:10	667::span:22:28	True
669::span:0:11	669::span:88:92	False
673::span:18:25	673::span:8:16	True
674::span:10:27	674::span:59:70	False
675::span:0:13	675::span:37:50	True
676::span:16:22	676::span:8:14	True
678::span:0:10	678::span:27:33	False
679::span:0:17	679::span:36:49	True
681::span:0:11	681::span:29:34	True
682::span:0:9	682::span:22:30	True
685::span:0:19	685::span:103:112	True
686::span:161:168	686::span:17:23	True
687::span:0:10	687::span:173:178	True
688::span:0:21	688::span:82:93	True
689::span:0:6	689::span:57:69	False
690::span:234:247	690::span:390:410	False
691::span:0:12	691::span:70:79	True
693::span:31:35	693::span:8:16	False
694::span:30:35	694::span:8:17	False
695::span:0:8	695::span:24:31	True
696::span:0:11	696::span:52:59	True
697::span:0:14	697::span:49:57	True
698::span:0:17	698::span:32:41	False
699::span:17:26	699::span:8:15	True
700::span:0:16	700::span:88:103	False
701::span:33:40	701::span:8:19	True
702::span:32:41	702::span:24:30	True
705::span:29:47	705::span:8:16	True
706::span:0:15	706::span:37:47	True
707::span:0:5	707::span:31:37	False
709::span:0:15	709::span:105:112	True
710::span:0:12	710::span:73:83	True
712::span:0:25	712::span:43:50	True
713::span:0:16	713::span:31:38	True
716::span:0:18	716::span:93:102	True
720::span:0:15	720::span:33:42	True
721::span:13:19	721::span:48:54	True
722::span:0:13	722::span:36:45	True
723::span:0:12	723::span:28:33	True
724::span:25:34	724::span:8:17	True
725::span:19:30	725::span:8:17	True
726::span:0:30	726::span:103:109	True
728::span:0:13	728::span:95:105	False
729::span:0:24	729::span:44:50	True
730::span:0:10	730::span:33:41	True
731::span:0:15	731::span:33:45	True
732::span:278:291	732::span:316:320	True
733::span:22:27	733::span:8:20	True
734::span:0:12	734::span:36:49	True
735::span:0:8	735::span:23:29	False
736::span:28:35	736::span:8:17	True
738::span:0:18	738::span:43:54	True
739::span:0:15	739::span:36:42	False
741::span:21:27	741::span:53:59	True
743::span:0:34	743::span:56:65	True
744::span:0:16	744::span:202:208	False
745::span:0:18	745::span:107:113	True
746::span:988:992	746::span:34:43	False
747::span:26:41	747::span:131:155	True
748::span:0:5	748::span:21:30	False
751::span:63:74	751::span:17:27	True
752::span:0:17	752::span:100:105	True
753::span:5:28	753::span:57:62	True
754::span:0:14	754::span:38:45	True
755::span:24:30	755::span:8:14	True
756::span:0:5	756::span:15:25	True
757::span:0:20	757::span:40:46	True
759::span:0:15	759::span:30:40	False
763::span:169:180	763::span:8:17	True
764::span:0:15	764::span:75:82	True
766::span:12:20	766::span:39:51	True
767::span:0:9	767::span:19:25	True
769::span:0:15	769::span:36:48	True
770::span:44:50	770::span:8:18	True
772::span:49:57	772::span:8:14	True
774::span:0:11	774::span:39:48	True
775::span:16:22	775::span:8:14	True
776::span:31:44	776::span:8:18	True
777::span:0:9	777::span:35:42	True
778::span:0:23	778::span:80:89	True
780::span:17:26	780::span:8:15	True
781::span:0:14	781::span:45:71	True
782::span:0:12	782::span:37:48	True
783::span:0:15	783::span:79:86	True
784::span:10:18	784::span:46:55	True
785::span:0:13	785::span:35:44	True
786::span:0:8	786::span:38:50	False
787::span:0:8	787::span:48:54	True
788::span:32:42	788::span:8:20	False
791::span:0:12	791::span:39:45	True
792::span:0:13	792::span:59:65	True
793::span:0:16	793::span:36:46	False
794::span:0:12	794::span:29:35	False
796::span:16:22	796::span:8:14	True
797::span:0:10	797::span:73:80	True
798::span:0:14	798::span:41:49	True
800::span:20:24	800::span:8:18	True
802::span:0:12	802::span:149:162	True
804::span:29:35	804::span:8:17	True
806::span:176:183	806::span:8:14	True
808::span:0:11	808::span:37:46	True
809::span:0:14	809::span:39:46	True
810::span:0:17	810::span:43:49	True
811::span:0:18	811::span:43:52	True
813::span:0:10	813::span:19:29	False
814::span:0:17	814::span:51:59	False
815::span:0:8	815::span:33:50	True
816::span:0:27	816::span:279:289	False
817::span:0:11	817::span:108:124	False
818::span:0:20	818::span:68:78	True
820::span:0:17	820::span:78:90	True
821::span:0:20	821::span:47:54	True
822::span:0:26	822::span:41:47	False
823::span:0:18	823::span:92:101	False
824::span:9:18	824::span:46:58	True
827::span:22:29	827::span:8:12	True
828::span:0:15	828::span:71:78	False
829::span:63:76	829::span:260:276	False
830::span:17:33	830::span:52:58	True
832::span:0:16	832::span:56:61	False
834::span:19:26	834::span:8:17	True
835::span:27:40	835::span:692:723	False
836::span:39:45	836::span:8:37	True
838::span:0:12	838::span:82:86	True
840::span:0:16	840::span:42:51	True
841::span:0:10	841::span:33:43	True
843::span:0:9	843::span:22:32	True
844::span:0:10	844::span:122:128	False
845::span:0:8	845::span:37:44	True
846::span:0:9	846::span:33:42	True
847::span:0:15	847::span:39:43	True
848::span:0:7	848::span:45:54	True
849::span:0:8	849::span:26:30	True
850::span:0:12	850::span:30:39	True
851::span:27:37	851::span:8:16	False
853::span:0:11	853::span:23:36	True
854::span:88:106	854::span:26:35	False
855::span:0:14	855::span:41:46	True
856::span:0:8	856::span:40:50	False
858::span:0:11	858::span:23:31	True
859::span:0:7	859::span:20:33	True
860::span:0:11	860::span:37:43	True
862::span:0:14	862::span:39:49	True
864::span:0:15	864::span:106:116	True
865::span:0:8	865::span:26:32	True
866::span:0:11	866::span:61:77	True
867::span:0:11	867::span:38:48	True
870::span:0:16	870::span:63:71	True
871::span:54:61	871::span:8:14	True
872::span:0:14	872::span:34:42	True
873::span:0:8	873::span:35:44	True
874::span:0:17	874::span:41:53	True
875::span:0:13	875::span:36:43	True
876::span:0:11	876::span:24:31	True
878::span:16:23	878::span:44:55	True
879::span:17:26	879::span:8:15	True
880::span:315:323	880::span:8:17	True
882::span:0:13	882::span:89:95	False
883::span:0:23	883::span:41:47	True
884::span:0:9	884::span:67:77	True
885::span:17:22	885::span:8:15	True
886::span:0:17	886::span:44:48	True
887::span:44:63	887::span:34:40	True
888::span:0:16	888::span:119:143	False
889::span:0:4	889::span:17:29	True
890::span:0:13	890::span:45:53	True
891::span:0:5	891::span:21:33	False
892::span:0:11	892::span:37:44	True
893::span:0:25	893::span:67:72	True
894::span:47:51	894::span:8:17	True
896::span:0:12	896::span:112:122	True
897::span:0:17	897::span:30:41	True
898::span:0:5	898::span:20:30	False
899::span:0:12	899::span:27:33	False
900::span:0:16	900::span:39:46	True
901::span:0:6	901::span:31:35	False
902::span:0:13	902::span:42:48	True
903::span:0:11	903::span:60:68	True
904::span:53:65	904::span:95:105	True
905::span:0:4	905::span:48:55	False
906::span:0:23	906::span:86:95	True
910::span:17:25	910::span:8:15	True
912::span:0:22	912::span:99:110	True
913::span:0:5	913::span:56:61	True
914::span:0:15	914::span:39:44	True
915::span:0:12	915::span:29:34	True
916::span:0:16	916::span:48:58	True
917::span:0:10	917::span:29:35	False
918::span:0:15	918::span:33:40	True
919::span:0:5	919::span:34:38	False
920::span:0:14	920::span:106:119	True
922::span:0:12	922::span:135:145	True
923::span:44:50	923::span:216:222	True
925::span:0:12	925::span:24:28	True
926::span:0:16	926::span:65:75	True
927::span:29:35	927::span:8:17	True
928::span:0:13	928::span:41:54	True
929::span:0:13	929::span:73:81	True
930::span:0:23	930::span:109:115	True
931::span:0:14	931::span:78:87	False
932::span:26:34	932::span:8:16	True
934::span:90:104	934::span:8:16	False
935::span:0:14	935::span:46:55	True
936::span:15:24	936::span:54:72	True
937::span:0:14	937::span:26:34	True
938::span:0:12	938::span:30:38	True
939::span:0:10	939::span:73:88	False
941::span:0:11	941::span:29:36	True
942::span:0:14	942::span:56:68	True
944::span:0:16	944::span:32:40	True
945::span:34:39	945::span:12:21	False
948::span:0:12	948::span:36:42	True
949::span:0:14	949::span:27:34	True
950::span:7:21	950::span:46:54	True
951::span:0:12	951::span:28:36	False
952::span:18:22	952::span:8:16	True
953::span:0:13	953::span:40:60	True
954::span:0:11	954::span:23:29	False
955::span:0:17	955::span:39:43	True
958::span:0:18	958::span:41:48	True
959::span:0:16	959::span:26:30	True
960::span:44:51	960::span:8:24	False
963::span:0:15	963::span:56:61	True
964::span:0:23	964::span:45:52	True
965::span:0:6	965::span:19:25	True
966::span:46:53	966::span:8:14	True
967::span:0:17	967::span:78:87	True
968::span:0:13	968::span:57:62	True
969::span:0:7	969::span:20:24	False
973::span:15:21	973::span:219:225	True
974::span:0:7	974::span:40:45	False
976::span:0:12	976::span:25:40	True
977::span:0:12	977::span:28:38	False
978::span:0:11	978::span:36:43	True
981::span:0:15	981::span:52:60	True
985::span:0:13	985::span:44:55	True
986::span:16:30	986::span:8:14	True
987::span:39:45	987::span:60:67	False
988::span:81:90	988::span:26:35	True
990::span:0:11	990::span:29:37	True
992::span:0:17	992::span:43:53	True
993::span:24:40	993::span:8:14	True
994::span:20:27	994::span:100:104	True
995::span:17:25	995::span:8:15	True
997::span:0:8	997::span:20:26	True
998::span:0:14	998::span:52:57	True
1001::span:0:5	1001::span:20:29	False
1002::span:39:53	1002::span:8:17	True
1003::span:0:17	1003::span:65:78	True
1004::span:16:24	1004::span:8:14	True
1005::span:21:26	1005::span:8:19	True
1006::span:0:14	1006::span:60:64	True
1007::span:0:14	1007::span:66:74	False
1008::span:0:14	1008::span:38:45	True
1009::span:0:13	1009::span:38:44	True
1010::span:0:11	1010::span:34:38	True
1011::span:18:22	1011::span:8:16	True
1012::span:33:41	1012::span:12:31	False
1013::span:0:16	1013::span:43:48	True
1014::span:40:49	1014::span:107:113	True
1016::span:0:9	1016::span:22:33	True
1017::span:15:24	1017::span:8:13	True
1019::span:0:13	1019::span:126:130	True
1020::span:0:14	1020::span:42:51	True
1021::span:0:10	1021::span:105:113	False
1022::span:147:154	1022::span:34:44	True
1023::span:0:9	1023::span:59:67	True
1024::span:0:11	1024::span:38:45	True
1025::span:27:32	1025::span:8:14	False
1026::span:0:12	1026::span:30:35	True
1028::span:0:16	1028::span:36:40	True
1030::span:0:13	1030::span:43:48	True
1032::span:0:15	1032::span:80:85	True
1033::span:0:13	1033::span:80:89	True
1034::span:0:10	1034::span:32:38	True
1037::span:0:16	1037::span:40:46	True
1038::span:0:11	1038::span:38:43	True
1039::span:0:14	1039::span:81:86	True
1041::span:6:11	1041::span:174:181	False
1042::span:0:12	1042::span:36:45	False
1043::span:0:18	1043::span:41:50	True
1045::span:0:6	1045::span:489:497	False
1046::span:0:13	1046::span:35:43	True
1047::span:0:12	1047::span:39:51	True
1048::span:0:19	1048::span:37:42	True
1049::span:0:14	1049::span:29:39	True
1050::span:18:24	1050::span:8:16	True
1052::span:0:28	1052::span:117:122	True
1056::span:0:10	1056::span:23:28	True
1057::span:0:11	1057::span:42:48	True
1058::span:0:12	1058::span:34:47	False
1061::span:0:31	1061::span:126:131	True
1063::span:9:21	1063::span:46:59	True
1064::span:6:13	1064::span:23:29	True
1065::span:0:15	1065::span:36:42	True
1066::span:0:8	1066::span:31:40	True
1067::span:0:14	1067::span:41:47	True
1068::span:0:5	1068::span:18:26	False
1069::span:0:9	1069::span:25:31	False
1070::span:0:12	1070::span:39:44	True
1071::span:0:16	1071::span:42:47	True
1072::span:0:13	1072::span:33:40	True
1073::span:75:81	1073::span:31:38	True
1074::span:0:13	1074::span:37:44	True
1075::span:0:7	1075::span:22:31	False
