person	pob	label
173::span:0:13	173::span:109:119	True
174::span:0:16	174::span:42:50	True
175::span:0:13	175::span:23:28	True
176::span:0:13	176::span:29:39	True
177::span:0:4	177::span:34:42	False
178::span:18:22	178::span:98:104	False
179::span:0:9	179::span:22:29	True
182::span:0:12	182::span:39:46	True
183::span:0:10	183::span:42:47	True
184::span:0:12	184::span:76:80	True
185::span:78:90	185::span:19:26	True
186::span:0:14	186::span:41:45	True
187::span:20:28	187::span:51:67	True
188::span:0:18	188::span:133:142	False
191::span:0:15	191::span:80:85	False
192::span:0:22	192::span:42:47	True
193::span:0:14	193::span:74:80	True
194::span:27:35	194::span:8:16	True
195::span:0:8	195::span:36:43	True
196::span:0:19	196::span:41:50	True
197::span:0:4	197::span:18:27	True
198::span:0:13	198::span:29:36	True
200::span:54:61	200::span:8:14	True
201::span:0:15	201::span:33:40	True
202::span:0:13	202::span:104:110	False
203::span:79:86	203::span:30:35	True
204::span:0:11	204::span:25:34	True
205::span:424:438	205::span:8:15	False
206::span:0:10	206::span:34:40	True
207::span:0:21	207::span:50:55	True
208::span:10:17	208::span:57:66	False
209::span:0:15	209::span:40:46	False
210::span:0:12	210::span:28:36	True
211::span:17:23	211::span:58:67	True
212::span:0:11	212::span:27:31	True
213::span:0:11	213::span:72:76	True
214::span:15:23	214::span:55:64	True
215::span:55:58	215::span:86:90	True
216::span:0:9	216::span:70:80	False
217::span:0:15	217::span:188:194	False
218::span:0:11	218::span:33:41	True
219::span:0:19	219::span:38:53	True
220::span:0:15	220::span:35:46	True
221::span:19:25	221::span:8:16	True
222::span:0:8	222::span:33:37	True
223::span:0:13	223::span:39:43	True
225::span:0:7	225::span:67:73	False
227::span:0:13	227::span:38:43	True
228::span:0:30	228::span:57:64	True
229::span:0:11	229::span:39:47	True
230::span:17:21	230::span:8:14	True
231::span:0:12	231::span:74:79	True
232::span:0:12	232::span:68:73	True
234::span:0:11	234::span:32:40	True
236::span:0:10	236::span:37:43	True
237::span:0:15	237::span:61:71	True
238::span:0:19	238::span:65:75	True
239::span:38:44	239::span:98:105	True
240::span:8:13	240::span:27:32	True
241::span:0:14	241::span:42:45	True
242::span:0:11	242::span:22:26	True
243::span:29:34	243::span:8:26	True
244::span:0:9	244::span:84:88	True
245::span:131:133	245::span:17:37	False
246::span:0:14	246::span:55:66	True
247::span:0:5	247::span:23:29	False
248::span:0:11	248::span:31:37	True
250::span:4:20	250::span:520:526	True
251::span:0:12	251::span:39:46	True
255::span:0:22	255::span:44:51	True
258::span:164:170	258::span:48:51	False
259::span:0:6	259::span:24:31	False
260::span:0:12	260::span:36:41	True
262::span:28:33	262::span:8:19	True
263::span:34:37	263::span:8:16	False
264::span:0:11	264::span:22:28	True
266::span:15:18	266::span:8:12	True
268::span:0:14	268::span:25:30	True
269::span:0:15	269::span:51:57	True
271::span:0:8	271::span:31:52	True
272::span:0:12	272::span:97:103	True
273::span:41:46	273::span:16:25	False
274::span:0:13	274::span:36:40	True
275::span:0:9	275::span:25:34	False
276::span:31:40	276::span:8:11	True
277::span:8:13	277::span:361:385	False
278::span:0:10	278::span:41:46	True
279::span:41:46	279::span:64:70	True
280::span:3:16	280::span:84:91	True
282::span:0:7	282::span:29:35	True
283::span:0:16	283::span:43:48	True
284::span:53:63	284::span:8:14	True
285::span:0:9	285::span:63:69	True
286::span:15:21	286::span:37:45	True
289::span:56:63	289::span:24:30	True
290::span:65:74	290::span:29:34	True
291::span:29:34	291::span:8:16	True
292::span:0:11	292::span:37:52	True
293::span:14:19	293::span:53:58	True
294::span:0:15	294::span:196:201	False
296::span:0:13	296::span:35:43	True
297::span:0:5	297::span:73:82	True
298::span:32:39	298::span:8:12	True
299::span:0:13	299::span:30:37	True
300::span:0:9	300::span:35:44	True
302::span:0:8	302::span:55:62	True
303::span:24:29	303::span:8:13	True
304::span:0:11	304::span:28:33	False
305::span:0:17	305::span:162:167	True
306::span:0:18	306::span:36:48	True
308::span:0:23	308::span:119:130	False
309::span:0:14	309::span:37:45	True
310::span:0:12	310::span:32:41	False
312::span:49:62	312::span:23:28	False
313::span:18:23	313::span:41:50	True
314::span:0:20	314::span:163:172	False
315::span:33:38	315::span:12:19	False
316::span:0:12	316::span:96:102	True
317::span:0:5	317::span:19:29	True
318::span:57:61	318::span:88:94	False
319::span:0:11	319::span:29:35	True
320::span:30:35	320::span:8:14	True
322::span:0:7	322::span:21:27	True
323::span:0:10	323::span:35:47	True
324::span:0:17	324::span:48:63	True
325::span:0:11	325::span:61:67	False
326::span:669:678	326::span:8:19	True
327::span:0:13	327::span:74:80	True
328::span:0:18	328::span:53:57	True
329::span:0:13	329::span:37:42	True
330::span:26:30	330::span:8:16	True
333::span:16:20	333::span:38:44	True
334::span:0:19	334::span:50:55	True
336::span:0:14	336::span:37:41	True
338::span:0:10	338::span:36:45	True
339::span:81:86	339::span:30:38	True
340::span:0:11	340::span:106:113	True
341::span:0:10	341::span:24:29	True
342::span:23:27	342::span:8:11	True
343::span:0:14	343::span:46:53	True
344::span:0:14	344::span:47:52	True
345::span:0:14	345::span:38:42	True
346::span:0:14	346::span:138:146	False
348::span:0:15	348::span:33:38	True
349::span:0:14	349::span:41:47	True
350::span:0:21	350::span:45:63	True
351::span:0:21	351::span:79:88	False
354::span:38:59	354::span:8:19	True
355::span:204:207	355::span:8:13	True
356::span:0:12	356::span:59:70	True
357::span:0:12	357::span:38:46	True
358::span:55:62	358::span:8:11	True
359::span:0:11	359::span:36:43	False
361::span:0:8	361::span:32:39	True
362::span:27:33	362::span:8:15	True
363::span:0:12	363::span:51:56	True
364::span:0:6	364::span:42:50	False
365::span:532:548	365::span:76:81	False
367::span:0:15	367::span:70:77	True
368::span:0:11	368::span:29:41	True
371::span:0:7	371::span:18:23	True
372::span:4:13	372::span:41:46	True
373::span:0:15	373::span:29:34	True
374::span:0:11	374::span:30:40	False
376::span:55:61	376::span:8:13	True
377::span:0:5	377::span:141:150	False
378::span:0:10	378::span:55:63	True
380::span:0:11	380::span:68:73	True
381::span:0:13	381::span:99:105	True
382::span:0:3	382::span:21:30	False
384::span:0:15	384::span:39:44	True
385::span:0:14	385::span:60:64	True
386::span:0:14	386::span:69:75	True
387::span:0:27	387::span:53:59	True
390::span:0:13	390::span:64:72	True
391::span:0:13	391::span:47:53	True
392::span:34:39	392::span:8:31	True
393::span:0:12	393::span:38:44	True
395::span:0:4	395::span:70:79	False
396::span:0:16	396::span:81:93	False
397::span:0:4	397::span:20:28	False
400::span:0:5	400::span:23:31	False
401::span:0:12	401::span:28:36	False
402::span:0:15	402::span:42:47	True
404::span:0:16	404::span:105:113	True
406::span:0:7	406::span:39:50	True
407::span:9:23	407::span:90:105	False
408::span:0:13	408::span:93:100	True
410::span:74:81	410::span:47:52	True
411::span:0:18	411::span:46:54	True
412::span:0:15	412::span:26:32	True
413::span:0:9	413::span:23:28	False
415::span:0:9	415::span:33:40	True
416::span:0:5	416::span:19:24	True
418::span:0:6	418::span:40:45	True
419::span:0:17	419::span:42:50	True
420::span:0:9	420::span:36:43	True
421::span:0:13	421::span:54:57	True
424::span:90:102	424::span:48:55	True
425::span:0:12	425::span:150:155	False
426::span:0:7	426::span:28:32	True
427::span:0:9	427::span:46:52	False
428::span:0:7	428::span:33:39	False
429::span:0:8	429::span:19:26	True
430::span:46:49	430::span:24:30	True
431::span:0:22	431::span:35:40	True
432::span:0:4	432::span:33:39	False
433::span:138:145	433::span:33:41	True
434::span:15:21	434::span:42:52	True
435::span:0:10	435::span:26:32	True
436::span:0:12	436::span:26:32	True
438::span:28:33	438::span:8:18	True
439::span:0:12	439::span:48:54	False
440::span:0:5	440::span:19:44	True
441::span:12:18	441::span:35:40	True
443::span:0:6	443::span:25:31	True
444::span:0:15	444::span:32:38	True
445::span:0:13	445::span:32:37	True
446::span:0:13	446::span:35:40	True
447::span:0:28	447::span:55:62	True
448::span:48:52	448::span:8:13	True
449::span:0:10	449::span:76:84	True
450::span:0:10	450::span:38:48	True
451::span:0:19	451::span:30:40	True
452::span:15:20	452::span:8:12	True
454::span:0:14	454::span:106:111	True
455::span:8:24	455::span:115:119	False
456::span:0:14	456::span:42:48	True
458::span:6:20	458::span:84:89	False
459::span:0:13	459::span:128:133	True
462::span:0:15	462::span:71:80	True
463::span:940:947	463::span:8:13	True
465::span:12:17	465::span:37:44	True
466::span:0:11	466::span:111:115	True
467::span:12:29	467::span:34:49	True
468::span:0:13	468::span:91:96	True
470::span:23:28	470::span:8:15	True
471::span:0:5	471::span:21:31	False
472::span:0:10	472::span:37:40	True
474::span:0:10	474::span:36:46	True
475::span:12:15	475::span:187:201	False
478::span:0:15	478::span:9:15	True
479::span:27:32	479::span:8:14	True
480::span:0:19	480::span:103:109	True
481::span:0:17	481::span:33:54	True
482::span:0:11	482::span:37:47	True
484::span:0:9	484::span:41:44	True
485::span:23:26	485::span:8:20	True
486::span:33:39	486::span:8:24	True
487::span:0:7	487::span:23:31	False
489::span:0:11	489::span:21:33	True
490::span:0:11	490::span:120:128	False
491::span:46:49	491::span:21:43	False
492::span:29:34	492::span:8:13	True
493::span:0:14	493::span:28:42	True
494::span:28:35	494::span:8:16	False
495::span:0:10	495::span:88:94	True
496::span:0:13	496::span:23:28	True
497::span:0:9	497::span:27:33	True
498::span:0:9	498::span:206:209	False
499::span:0:14	499::span:35:47	True
501::span:0:14	501::span:27:38	True
502::span:0:11	502::span:56:59	False
503::span:42:52	503::span:246:254	True
504::span:0:13	504::span:39:46	True
505::span:0:6	505::span:24:32	False
506::span:0:8	506::span:35:39	True
507::span:0:9	507::span:37:45	True
508::span:0:10	508::span:90:99	True
509::span:0:21	509::span:55:61	True
510::span:0:12	510::span:35:40	True
511::span:29:36	511::span:8:16	False
513::span:0:9	513::span:45:52	True
514::span:0:5	514::span:189:197	True
516::span:0:13	516::span:65:72	True
517::span:28:35	517::span:8:15	True
518::span:22:27	518::span:8:13	True
519::span:0:26	519::span:45:51	True
521::span:0:12	521::span:134:139	True
522::span:16:21	522::span:8:13	True
523::span:0:18	523::span:37:46	True
524::span:0:15	524::span:78:83	True
525::span:0:14	525::span:31:39	True
526::span:0:11	526::span:35:43	True
527::span:0:12	527::span:40:50	True
528::span:77:80	528::span:8:19	True
529::span:23:28	529::span:8:20	True
531::span:0:7	531::span:36:43	False
532::span:0:15	532::span:43:48	True
533::span:0:12	533::span:47:54	True
534::span:0:10	534::span:37:44	True
535::span:32:38	535::span:8:15	True
536::span:0:4	536::span:15:26	True
538::span:0:11	538::span:37:43	True
539::span:0:5	539::span:21:30	False
542::span:27:35	542::span:8:18	False
543::span:0:5	543::span:38:43	True
545::span:0:8	545::span:35:44	True
546::span:0:11	546::span:31:40	False
547::span:104:111	547::span:44:51	False
548::span:0:13	548::span:38:43	True
549::span:0:12	549::span:49:59	True
550::span:0:11	550::span:32:38	True
551::span:0:7	551::span:46:50	True
552::span:14:17	552::span:105:114	False
555::span:0:12	555::span:28:36	False
556::span:27:35	556::span:8:14	True
557::span:0:4	557::span:22:29	False
560::span:0:5	560::span:55:63	False
561::span:24:27	561::span:8:14	False
562::span:0:15	562::span:34:42	True
565::span:0:7	565::span:30:35	True
567::span:21:28	567::span:8:18	True
569::span:0:13	569::span:34:38	True
570::span:38:45	570::span:16:22	False
571::span:0:16	571::span:38:46	True
572::span:0:13	572::span:93:99	True
574::span:23:33	574::span:8:20	True
576::span:0:14	576::span:43:52	True
577::span:0:17	577::span:24:31	True
578::span:0:14	578::span:41:49	True
579::span:0:20	579::span:109:114	True
580::span:10:18	580::span:34:43	False
582::span:0:8	582::span:23:32	True
584::span:285:294	584::span:255:262	False
585::span:0:15	585::span:42:46	True
586::span:7:14	586::span:47:52	True
587::span:0:10	587::span:63:76	True
588::span:17:21	588::span:8:14	True
589::span:0:10	589::span:65:68	False
590::span:0:15	590::span:85:90	False
591::span:0:14	591::span:81:88	True
592::span:93:108	592::span:40:48	False
593::span:0:5	593::span:22:27	False
596::span:0:11	596::span:44:52	True
597::span:29:41	597::span:8:16	True
598::span:19:35	598::span:91:96	True
600::span:94:106	600::span:46:50	True
602::span:0:14	602::span:30:35	True
603::span:0:13	603::span:36:41	True
605::span:0:15	605::span:29:35	True
606::span:27:32	606::span:8:16	True
607::span:27:30	607::span:8:12	True
608::span:201:210	608::span:65:70	True
609::span:28:33	609::span:8:16	False
610::span:0:7	610::span:37:41	False
611::span:16:24	611::span:8:13	True
612::span:0:23	612::span:92:97	True
613::span:0:14	613::span:41:49	True
614::span:0:10	614::span:461:466	False
615::span:37:40	615::span:73:80	False
616::span:0:13	616::span:40:44	True
617::span:0:13	617::span:40:46	True
618::span:0:16	618::span:45:52	True
619::span:0:12	619::span:31:36	True
620::span:21:31	620::span:55:61	False
621::span:0:24	621::span:101:105	True
622::span:0:9	622::span:23:37	True
623::span:0:8	623::span:55:61	False
624::span:64:69	624::span:370:382	True
626::span:0:13	626::span:51:56	False
627::span:27:32	627::span:8:21	True
629::span:0:13	629::span:162:169	True
630::span:0:13	630::span:36:41	True
631::span:0:12	631::span:38:43	True
632::span:0:13	632::span:37:44	True
633::span:0:25	633::span:51:60	False
634::span:0:17	634::span:77:85	False
635::span:0:7	635::span:25:31	False
636::span:18:25	636::span:8:15	True
637::span:0:14	637::span:66:74	True
638::span:0:11	638::span:22:28	True
639::span:0:14	639::span:43:49	True
640::span:0:4	640::span:35:43	False
641::span:28:32	641::span:8:16	True
642::span:0:14	642::span:40:45	True
644::span:54:57	644::span:27:43	True
645::span:0:4	645::span:32:36	False
646::span:0:3	646::span:17:28	True
648::span:0:7	648::span:21:40	True
649::span:0:4	649::span:21:30	False
650::span:43:48	650::span:35:40	True
651::span:31:35	651::span:8:20	True
652::span:0:15	652::span:54:67	True
653::span:0:11	653::span:50:55	True
654::span:0:10	654::span:61:66	True
655::span:0:13	655::span:39:45	True
656::span:0:18	656::span:51:56	True
657::span:21:35	657::span:8:18	True
658::span:0:17	658::span:30:42	True
659::span:24:29	659::span:8:11	False
660::span:39:51	660::span:77:89	True
661::span:0:11	661::span:35:41	True
662::span:32:40	662::span:8:17	True
663::span:0:10	663::span:42:47	True
664::span:401:416	664::span:324:333	False
666::span:0:17	666::span:41:49	True
667::span:0:9	667::span:22:27	True
668::span:0:5	668::span:19:22	True
669::span:0:10	669::span:88:91	False
673::span:18:24	673::span:8:15	True
674::span:10:26	674::span:59:69	False
675::span:0:12	675::span:37:49	True
676::span:16:21	676::span:8:13	True
677::span:31:38	677::span:8:18	True
678::span:0:9	678::span:27:32	False
679::span:0:16	679::span:36:48	True
680::span:11:19	680::span:132:140	False
681::span:0:10	681::span:29:33	True
682::span:0:8	682::span:22:29	True
683::span:103:108	683::span:739:745	True
684::span:0:4	684::span:20:28	False
685::span:0:18	685::span:103:111	True
686::span:161:167	686::span:17:22	True
687::span:0:9	687::span:173:177	True
688::span:0:20	688::span:82:92	True
689::span:0:5	689::span:57:68	False
690::span:234:246	690::span:390:409	False
691::span:0:11	691::span:70:78	True
693::span:31:34	693::span:8:15	False
694::span:30:34	694::span:8:16	False
695::span:0:7	695::span:24:30	True
696::span:0:10	696::span:52:58	True
697::span:0:13	697::span:49:56	True
698::span:0:16	698::span:32:40	False
699::span:17:25	699::span:8:14	True
700::span:0:15	700::span:88:102	False
701::span:33:39	701::span:8:18	True
702::span:32:40	702::span:24:29	True
703::span:0:3	703::span:20:28	False
705::span:29:46	705::span:8:15	True
706::span:0:14	706::span:37:46	True
707::span:0:4	707::span:31:36	False
709::span:0:14	709::span:105:111	True
710::span:0:11	710::span:73:82	True
711::span:20:24	711::span:8:17	True
712::span:0:24	712::span:43:49	True
713::span:0:15	713::span:31:37	True
716::span:0:17	716::span:93:101	True
717::span:26:30	717::span:8:14	True
718::span:27:33	718::span:8:15	False
719::span:0:4	719::span:18:25	False
720::span:0:14	720::span:33:41	True
721::span:13:18	721::span:48:53	True
722::span:0:12	722::span:36:44	True
723::span:0:11	723::span:28:32	True
724::span:25:33	724::span:8:16	True
725::span:19:29	725::span:8:16	True
726::span:0:29	726::span:103:108	True
727::span:93:99	727::span:32:41	False
728::span:0:12	728::span:95:104	False
729::span:0:23	729::span:44:49	True
730::span:0:9	730::span:33:40	True
731::span:0:14	731::span:33:44	True
732::span:278:290	732::span:316:319	True
733::span:22:26	733::span:8:19	True
734::span:0:11	734::span:36:48	True
735::span:0:7	735::span:23:28	False
736::span:28:34	736::span:8:16	True
738::span:0:17	738::span:43:53	True
739::span:0:14	739::span:36:41	False
741::span:21:26	741::span:53:58	True
742::span:63:68	742::span:26:30	True
743::span:0:33	743::span:56:64	True
744::span:0:15	744::span:202:207	False
745::span:0:17	745::span:107:112	True
746::span:988:991	746::span:34:42	False
747::span:26:40	747::span:131:154	True
748::span:0:4	748::span:21:29	False
749::span:143:147	749::span:8:14	True
751::span:63:73	751::span:17:26	True
752::span:0:16	752::span:100:104	True
753::span:5:27	753::span:57:61	True
754::span:0:13	754::span:38:44	True
755::span:24:29	755::span:8:13	True
756::span:0:4	756::span:15:24	True
757::span:0:19	757::span:40:45	True
759::span:0:14	759::span:30:39	False
763::span:169:179	763::span:8:16	True
764::span:0:14	764::span:75:81	True
766::span:12:19	766::span:39:50	True
767::span:0:8	767::span:19:24	True
769::span:0:14	769::span:36:47	True
770::span:44:49	770::span:8:17	True
771::span:92:98	771::span:28:39	True
772::span:49:56	772::span:8:13	True
774::span:0:10	774::span:39:47	True
775::span:16:21	775::span:8:13	True
776::span:31:43	776::span:8:17	True
777::span:0:8	777::span:35:41	True
778::span:0:22	778::span:80:88	True
780::span:17:25	780::span:8:14	True
781::span:0:13	781::span:45:70	True
782::span:0:11	782::span:37:47	True
783::span:0:14	783::span:79:85	True
784::span:10:17	784::span:46:54	True
785::span:0:12	785::span:35:43	True
786::span:0:7	786::span:38:49	False
787::span:0:7	787::span:48:53	True
788::span:32:41	788::span:8:19	False
789::span:27:32	789::span:8:14	False
791::span:0:11	791::span:39:44	True
792::span:0:12	792::span:59:64	True
793::span:0:15	793::span:36:45	False
794::span:0:11	794::span:29:34	False
796::span:16:21	796::span:8:13	True
797::span:0:9	797::span:73:79	True
798::span:0:13	798::span:41:48	True
800::span:20:23	800::span:8:17	True
802::span:0:11	802::span:149:161	True
803::span:0:7	803::span:23:27	False
804::span:29:34	804::span:8:16	True
805::span:45:51	805::span:8:20	True
806::span:176:182	806::span:8:13	True
807::span:35:39	807::span:8:23	True
808::span:0:10	808::span:37:45	True
809::span:0:13	809::span:39:45	True
810::span:0:16	810::span:43:48	True
811::span:0:17	811::span:43:51	True
813::span:0:9	813::span:19:28	False
814::span:0:16	814::span:51:58	False
815::span:0:7	815::span:33:49	True
816::span:0:26	816::span:279:288	False
817::span:0:10	817::span:108:123	False
818::span:0:19	818::span:68:77	True
820::span:0:16	820::span:78:89	True
821::span:0:19	821::span:47:53	True
822::span:0:25	822::span:41:46	False
823::span:0:17	823::span:92:100	False
824::span:9:17	824::span:46:57	True
825::span:26:34	825::span:8:13	False
827::span:22:28	827::span:8:11	True
828::span:0:14	828::span:71:77	False
829::span:63:75	829::span:260:275	False
830::span:17:32	830::span:52:57	True
832::span:0:15	832::span:56:60	False
833::span:36:42	833::span:8:12	True
834::span:19:25	834::span:8:16	True
835::span:27:39	835::span:692:722	False
836::span:39:44	836::span:8:36	True
837::span:0:8	837::span:24:33	False
838::span:0:11	838::span:82:85	True
840::span:0:15	840::span:42:50	True
841::span:0:9	841::span:33:42	True
843::span:0:8	843::span:22:31	True
844::span:0:9	844::span:122:127	False
845::span:0:7	845::span:37:43	True
846::span:0:8	846::span:33:41	True
847::span:0:14	847::span:39:42	True
848::span:0:6	848::span:45:53	True
849::span:0:7	849::span:26:29	True
850::span:0:11	850::span:30:38	True
851::span:27:36	851::span:8:15	False
852::span:14:21	852::span:8:11	True
853::span:0:10	853::span:23:35	True
854::span:88:105	854::span:26:34	False
855::span:0:13	855::span:41:45	True
856::span:0:7	856::span:40:49	False
858::span:0:10	858::span:23:30	True
859::span:0:6	859::span:20:32	True
860::span:0:10	860::span:37:42	True
862::span:0:13	862::span:39:48	True
864::span:0:14	864::span:106:115	True
865::span:0:7	865::span:26:31	True
866::span:0:10	866::span:61:76	True
867::span:0:10	867::span:38:47	True
870::span:0:15	870::span:63:70	True
871::span:54:60	871::span:8:13	True
872::span:0:13	872::span:34:41	True
873::span:0:7	873::span:35:43	True
874::span:0:16	874::span:41:52	True
875::span:0:12	875::span:36:42	True
876::span:0:10	876::span:24:30	True
878::span:16:22	878::span:44:54	True
879::span:17:25	879::span:8:14	True
880::span:315:322	880::span:8:16	True
882::span:0:12	882::span:89:94	False
883::span:0:22	883::span:41:46	True
884::span:0:8	884::span:67:76	True
885::span:17:21	885::span:8:14	True
886::span:0:16	886::span:44:47	True
887::span:44:62	887::span:34:39	True
888::span:0:15	888::span:119:142	False
889::span:0:3	889::span:17:28	True
890::span:0:12	890::span:45:52	True
891::span:0:4	891::span:21:32	False
892::span:0:10	892::span:37:43	True
893::span:0:24	893::span:67:71	True
894::span:47:50	894::span:8:16	True
895::span:13:16	895::span:36:40	True
896::span:0:11	896::span:112:121	True
897::span:0:16	897::span:30:40	True
898::span:0:4	898::span:20:29	False
899::span:0:11	899::span:27:32	False
900::span:0:15	900::span:39:45	True
901::span:0:5	901::span:31:34	False
902::span:0:12	902::span:42:47	True
903::span:0:10	903::span:60:67	True
904::span:53:64	904::span:95:104	True
905::span:0:3	905::span:48:54	False
906::span:0:22	906::span:86:94	True
909::span:57:62	909::span:8:23	False
910::span:17:24	910::span:8:14	True
912::span:0:21	912::span:99:109	True
913::span:0:4	913::span:56:60	True
914::span:0:14	914::span:39:43	True
915::span:0:11	915::span:29:33	True
916::span:0:15	916::span:48:57	True
917::span:0:9	917::span:29:34	False
918::span:0:14	918::span:33:39	True
919::span:0:4	919::span:34:37	False
920::span:0:13	920::span:106:118	True
921::span:29:35	921::span:8:16	False
922::span:0:11	922::span:135:144	True
923::span:44:49	923::span:216:221	True
925::span:0:11	925::span:24:27	True
926::span:0:15	926::span:65:74	True
927::span:29:34	927::span:8:16	True
928::span:0:12	928::span:41:53	True
929::span:0:12	929::span:73:80	True
930::span:0:22	930::span:109:114	True
931::span:0:13	931::span:78:86	False
932::span:26:33	932::span:8:15	True
934::span:90:103	934::span:8:15	False
935::span:0:13	935::span:46:54	True
936::span:15:23	936::span:54:71	True
937::span:0:13	937::span:26:33	True
938::span:0:11	938::span:30:37	True
939::span:0:9	939::span:73:87	False
940::span:26:30	940::span:8:14	True
941::span:0:10	941::span:29:35	True
942::span:0:13	942::span:56:67	True
944::span:0:15	944::span:32:39	True
945::span:34:38	945::span:12:20	False
948::span:0:11	948::span:36:41	True
949::span:0:13	949::span:27:33	True
